date,campaign_id_x,campaign,channel,impressions,clicks,spend,conversions,revenue,store_id,store,city_x,visits,unique_visitors,city_y,temperature,rainfall,customer_id, signup_date,segment,city,ltv,lpd,campaign_id_y,planned_spend,actual_spend
2024-07-26,4625,Campaign_4625,Meta Ads,29223,1892,1054.78,416,61931.02,570.0,Store_570,Kolkata,261.0,692.0,Pune,28.0,2.0,25.0,14-07-2023,Low-Value,Pune,45084.48,11-09-2024,,,
2024-07-26,4625,Campaign_4625,Meta Ads,29223,1892,1054.78,416,61931.02,570.0,Store_570,Kolkata,261.0,692.0,Pune,35.0,14.7,26.0,25-01-2024,Medium-Value,Delhi,34611.47,26-02-2025,,,
2024-07-26,4625,Campaign_4625,Meta Ads,29223,1892,1054.78,416,61931.02,570.0,Store_570,Kolkata,261.0,692.0,Kolkata,37.5,2.9,27.0,04-02-2024,Low-Value,Delhi,23585.89,30-03-2025,,,
2024-07-26,4625,Campaign_4625,Meta Ads,29223,1892,1054.78,416,61931.02,546.0,Store_546,Delhi,4966.0,68.0,Chennai,35.2,2.5,28.0,02-04-2024,Medium-Value,Mumbai,36690.64,22-09-2024,,,
2024-07-26,4625,Campaign_4625,Meta Ads,29223,1892,1054.78,416,61931.02,546.0,Store_546,Delhi,4966.0,68.0,Pune,28.0,2.0,29.0,21-02-2023,Medium-Value,Delhi,2367.1,28-08-2024,,,
2024-07-26,4625,Campaign_4625,Meta Ads,29223,1892,1054.78,416,61931.02,546.0,Store_546,Delhi,4966.0,68.0,Pune,35.0,14.7,30.0,22-06-2024,Medium-Value,Pune,39832.42,21-12-2025,,,
2024-07-26,4625,Campaign_4625,Meta Ads,29223,1892,1054.78,416,61931.02,546.0,Store_546,Delhi,4966.0,68.0,Kolkata,37.5,2.9,31.0,13-01-2024,Low-Value,Kolkata,31033.44,16-05-2024,,,
2024-10-28,7749,Campaign_7749,Google Ads,243917,1855,2562.57,315,46894.88,668.0,Store_668,Chennai,1382.0,223.0,Bengaluru,22.1,4.4,32.0,16-03-2023,Medium-Value,Chennai,32145.25,06-04-2023,,,
2024-10-28,7749,Campaign_7749,Google Ads,243917,1855,2562.57,315,46894.88,668.0,Store_668,Chennai,1382.0,223.0,Hyderabad,20.0,1.2,33.0,20-07-2023,Medium-Value,Delhi,44931.16,08-09-2023,,,
2024-10-28,7749,Campaign_7749,Google Ads,243917,1855,2562.57,315,46894.88,868.0,Store_868,Mumbai,703.0,986.0,Bengaluru,22.1,4.4,34.0,07-03-2024,Low-Value,Kolkata,12529.86,15-04-2025,,,
2024-10-28,7749,Campaign_7749,Google Ads,243917,1855,2562.57,315,46894.88,868.0,Store_868,Mumbai,703.0,986.0,Hyderabad,20.0,1.2,35.0,03-12-2023,Medium-Value,Chennai,12228.8,08-08-2024,,,
2024-10-18,1575,Campaign_1575,YouTube,13514,4082,3060.81,44,6550.4,391.0,Store_391,Kolkata,915.0,1462.0,Bengaluru,33.7,3.2,36.0,23-03-2023,Low-Value,Delhi,39839.14,03-05-2023,,,
2024-10-18,1575,Campaign_1575,YouTube,13514,4082,3060.81,44,6550.4,391.0,Store_391,Kolkata,915.0,1462.0,Pune,20.7,0.2,37.0,22-07-2024,Low-Value,Mumbai,33524.46,26-10-2025,,,
2024-10-18,1575,Campaign_1575,YouTube,13514,4082,3060.81,44,6550.4,833.0,Store_833,Hyderabad,2180.0,1370.0,Bengaluru,33.7,3.2,38.0,19-11-2024,Low-Value,Hyderabad,32127.66,06-06-2026,,,
2024-10-18,1575,Campaign_1575,YouTube,13514,4082,3060.81,44,6550.4,833.0,Store_833,Hyderabad,2180.0,1370.0,Pune,20.7,0.2,39.0,15-01-2023,Medium-Value,Hyderabad,10069.85,04-02-2024,,,
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,433.0,Store_433,Hyderabad,959.0,1086.0,Chennai,21.3,10.5,40.0,03-03-2024,Low-Value,Delhi,19374.73,01-09-2024,6700.0,8993.79,7426.72
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,433.0,Store_433,Hyderabad,959.0,1086.0,Chennai,21.3,10.5,40.0,03-03-2024,Low-Value,Delhi,19374.73,01-09-2024,2264.0,3862.57,4076.89
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,433.0,Store_433,Hyderabad,959.0,1086.0,Chennai,21.3,10.5,40.0,03-03-2024,Low-Value,Delhi,19374.73,01-09-2024,4414.0,8450.47,10712.26
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,433.0,Store_433,Hyderabad,959.0,1086.0,Bengaluru,18.7,2.5,41.0,23-05-2024,Low-Value,Hyderabad,39454.27,16-10-2024,6700.0,8993.79,7426.72
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,433.0,Store_433,Hyderabad,959.0,1086.0,Bengaluru,18.7,2.5,41.0,23-05-2024,Low-Value,Hyderabad,39454.27,16-10-2024,2264.0,3862.57,4076.89
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,433.0,Store_433,Hyderabad,959.0,1086.0,Bengaluru,18.7,2.5,41.0,23-05-2024,Low-Value,Hyderabad,39454.27,16-10-2024,4414.0,8450.47,10712.26
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,305.0,Store_305,Hyderabad,2086.0,2127.0,Chennai,21.3,10.5,42.0,24-01-2023,Low-Value,Kolkata,6074.58,19-01-2024,6700.0,8993.79,7426.72
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,305.0,Store_305,Hyderabad,2086.0,2127.0,Chennai,21.3,10.5,42.0,24-01-2023,Low-Value,Kolkata,6074.58,19-01-2024,2264.0,3862.57,4076.89
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,305.0,Store_305,Hyderabad,2086.0,2127.0,Chennai,21.3,10.5,42.0,24-01-2023,Low-Value,Kolkata,6074.58,19-01-2024,4414.0,8450.47,10712.26
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,305.0,Store_305,Hyderabad,2086.0,2127.0,Bengaluru,18.7,2.5,43.0,06-12-2024,Medium-Value,Delhi,40956.86,27-04-2025,6700.0,8993.79,7426.72
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,305.0,Store_305,Hyderabad,2086.0,2127.0,Bengaluru,18.7,2.5,43.0,06-12-2024,Medium-Value,Delhi,40956.86,27-04-2025,2264.0,3862.57,4076.89
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,305.0,Store_305,Hyderabad,2086.0,2127.0,Bengaluru,18.7,2.5,43.0,06-12-2024,Medium-Value,Delhi,40956.86,27-04-2025,4414.0,8450.47,10712.26
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,721.0,Store_721,Delhi,2372.0,594.0,Chennai,21.3,10.5,44.0,14-09-2023,High-Value,Pune,38391.84,25-01-2024,6700.0,8993.79,7426.72
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,721.0,Store_721,Delhi,2372.0,594.0,Chennai,21.3,10.5,44.0,14-09-2023,High-Value,Pune,38391.84,25-01-2024,2264.0,3862.57,4076.89
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,721.0,Store_721,Delhi,2372.0,594.0,Chennai,21.3,10.5,44.0,14-09-2023,High-Value,Pune,38391.84,25-01-2024,4414.0,8450.47,10712.26
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,721.0,Store_721,Delhi,2372.0,594.0,Bengaluru,18.7,2.5,45.0,23-04-2024,Medium-Value,Kolkata,30600.36,14-03-2025,6700.0,8993.79,7426.72
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,721.0,Store_721,Delhi,2372.0,594.0,Bengaluru,18.7,2.5,45.0,23-04-2024,Medium-Value,Kolkata,30600.36,14-03-2025,2264.0,3862.57,4076.89
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,721.0,Store_721,Delhi,2372.0,594.0,Bengaluru,18.7,2.5,45.0,23-04-2024,Medium-Value,Kolkata,30600.36,14-03-2025,4414.0,8450.47,10712.26
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,340.0,Store_340,Pune,1555.0,497.0,Chennai,21.3,10.5,46.0,10-06-2024,Low-Value,Hyderabad,20971.47,12-08-2025,6700.0,8993.79,7426.72
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,340.0,Store_340,Pune,1555.0,497.0,Chennai,21.3,10.5,46.0,10-06-2024,Low-Value,Hyderabad,20971.47,12-08-2025,2264.0,3862.57,4076.89
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,340.0,Store_340,Pune,1555.0,497.0,Chennai,21.3,10.5,46.0,10-06-2024,Low-Value,Hyderabad,20971.47,12-08-2025,4414.0,8450.47,10712.26
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,340.0,Store_340,Pune,1555.0,497.0,Bengaluru,18.7,2.5,47.0,07-07-2023,Medium-Value,Chennai,22639.43,15-10-2024,6700.0,8993.79,7426.72
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,340.0,Store_340,Pune,1555.0,497.0,Bengaluru,18.7,2.5,47.0,07-07-2023,Medium-Value,Chennai,22639.43,15-10-2024,2264.0,3862.57,4076.89
2024-02-03,3133,Campaign_3133,Meta Ads,360610,2906,4475.38,444,66099.45,340.0,Store_340,Pune,1555.0,497.0,Bengaluru,18.7,2.5,47.0,07-07-2023,Medium-Value,Chennai,22639.43,15-10-2024,4414.0,8450.47,10712.26
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,143.0,Store_143,Delhi,4255.0,2667.0,,,,48.0,10-11-2024,Low-Value,Delhi,17902.58,18-05-2026,7551.0,7341.57,8017.86
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,143.0,Store_143,Delhi,4255.0,2667.0,,,,48.0,10-11-2024,Low-Value,Delhi,17902.58,18-05-2026,6701.0,2744.51,2866.69
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,143.0,Store_143,Delhi,4255.0,2667.0,,,,48.0,10-11-2024,Low-Value,Delhi,17902.58,18-05-2026,6663.0,2737.93,3212.14
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,143.0,Store_143,Delhi,4255.0,2667.0,,,,48.0,10-11-2024,Low-Value,Delhi,17902.58,18-05-2026,9401.0,2309.07,1563.5
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,143.0,Store_143,Delhi,4255.0,2667.0,,,,48.0,10-11-2024,Low-Value,Delhi,17902.58,18-05-2026,2177.0,8558.26,7816.2
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,143.0,Store_143,Delhi,4255.0,2667.0,,,,48.0,10-11-2024,Low-Value,Delhi,17902.58,18-05-2026,6953.0,755.59,647.22
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,746.0,Store_746,Hyderabad,4833.0,1092.0,,,,49.0,20-05-2023,Medium-Value,Delhi,18441.44,11-06-2024,7551.0,7341.57,8017.86
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,746.0,Store_746,Hyderabad,4833.0,1092.0,,,,49.0,20-05-2023,Medium-Value,Delhi,18441.44,11-06-2024,6701.0,2744.51,2866.69
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,746.0,Store_746,Hyderabad,4833.0,1092.0,,,,49.0,20-05-2023,Medium-Value,Delhi,18441.44,11-06-2024,6663.0,2737.93,3212.14
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,746.0,Store_746,Hyderabad,4833.0,1092.0,,,,49.0,20-05-2023,Medium-Value,Delhi,18441.44,11-06-2024,9401.0,2309.07,1563.5
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,746.0,Store_746,Hyderabad,4833.0,1092.0,,,,49.0,20-05-2023,Medium-Value,Delhi,18441.44,11-06-2024,2177.0,8558.26,7816.2
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,746.0,Store_746,Hyderabad,4833.0,1092.0,,,,49.0,20-05-2023,Medium-Value,Delhi,18441.44,11-06-2024,6953.0,755.59,647.22
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,568.0,Store_568,Hyderabad,4798.0,763.0,,,,50.0,16-03-2024,Low-Value,Kolkata,7561.42,22-04-2024,7551.0,7341.57,8017.86
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,568.0,Store_568,Hyderabad,4798.0,763.0,,,,50.0,16-03-2024,Low-Value,Kolkata,7561.42,22-04-2024,6701.0,2744.51,2866.69
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,568.0,Store_568,Hyderabad,4798.0,763.0,,,,50.0,16-03-2024,Low-Value,Kolkata,7561.42,22-04-2024,6663.0,2737.93,3212.14
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,568.0,Store_568,Hyderabad,4798.0,763.0,,,,50.0,16-03-2024,Low-Value,Kolkata,7561.42,22-04-2024,9401.0,2309.07,1563.5
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,568.0,Store_568,Hyderabad,4798.0,763.0,,,,50.0,16-03-2024,Low-Value,Kolkata,7561.42,22-04-2024,2177.0,8558.26,7816.2
2024-09-03,1926,Campaign_1926,Twitter,160511,6287,2706.12,260,38706.89,568.0,Store_568,Hyderabad,4798.0,763.0,,,,50.0,16-03-2024,Low-Value,Kolkata,7561.42,22-04-2024,6953.0,755.59,647.22
2024-03-08,8828,Campaign_8828,Google Ads,214040,4593,334.05,40,5954.91,327.0,Store_327,Delhi,176.0,3230.0,,,,51.0,24-11-2024,Medium-Value,Kolkata,47633.7,22-01-2026,3374.0,5496.36,4246.47
2024-03-08,8828,Campaign_8828,Google Ads,214040,4593,334.05,40,5954.91,327.0,Store_327,Delhi,176.0,3230.0,,,,51.0,24-11-2024,Medium-Value,Kolkata,47633.7,22-01-2026,4109.0,8090.35,10812.23
2024-03-08,8828,Campaign_8828,Google Ads,214040,4593,334.05,40,5954.91,492.0,Store_492,Kolkata,2889.0,379.0,,,,52.0,17-04-2024,High-Value,Mumbai,13815.81,16-08-2024,3374.0,5496.36,4246.47
2024-03-08,8828,Campaign_8828,Google Ads,214040,4593,334.05,40,5954.91,492.0,Store_492,Kolkata,2889.0,379.0,,,,52.0,17-04-2024,High-Value,Mumbai,13815.81,16-08-2024,4109.0,8090.35,10812.23
2024-03-08,8828,Campaign_8828,Google Ads,214040,4593,334.05,40,5954.91,912.0,Store_912,Chennai,970.0,3096.0,,,,53.0,14-08-2024,Medium-Value,Hyderabad,44556.09,19-02-2026,3374.0,5496.36,4246.47
2024-03-08,8828,Campaign_8828,Google Ads,214040,4593,334.05,40,5954.91,912.0,Store_912,Chennai,970.0,3096.0,,,,53.0,14-08-2024,Medium-Value,Hyderabad,44556.09,19-02-2026,4109.0,8090.35,10812.23
2024-08-29,9133,Campaign_9133,Meta Ads,62980,8731,1130.85,238,35431.69,486.0,Store_486,Mumbai,537.0,232.0,Hyderabad,27.5,1.7,54.0,10-07-2023,Medium-Value,Chennai,2147.43,20-07-2024,,,
2024-08-29,9133,Campaign_9133,Meta Ads,62980,8731,1130.85,238,35431.69,486.0,Store_486,Mumbai,537.0,232.0,Chennai,37.2,9.2,55.0,23-07-2023,High-Value,Pune,48815.17,16-08-2024,,,
2024-08-29,9133,Campaign_9133,Meta Ads,62980,8731,1130.85,238,35431.69,123.0,Store_123,Delhi,4331.0,316.0,Hyderabad,27.5,1.7,56.0,23-09-2024,Medium-Value,Hyderabad,26603.16,06-10-2024,,,
2024-08-29,9133,Campaign_9133,Meta Ads,62980,8731,1130.85,238,35431.69,123.0,Store_123,Delhi,4331.0,316.0,Chennai,37.2,9.2,57.0,05-11-2024,Medium-Value,Hyderabad,20051.2,02-01-2025,,,
2024-01-27,5523,Campaign_5523,Google Ads,19803,8677,2206.67,93,13845.16,163.0,Store_163,Kolkata,764.0,47.0,Hyderabad,33.7,4.3,58.0,13-02-2023,Medium-Value,Bengaluru,8234.22,18-04-2024,,,
2024-01-27,5523,Campaign_5523,Google Ads,19803,8677,2206.67,93,13845.16,163.0,Store_163,Kolkata,764.0,47.0,Hyderabad,36.2,2.9,59.0,17-04-2024,Medium-Value,Pune,35740.15,18-06-2024,,,
2024-01-27,5523,Campaign_5523,Google Ads,19803,8677,2206.67,93,13845.16,163.0,Store_163,Kolkata,764.0,47.0,Pune,34.7,0.8,60.0,19-01-2024,Medium-Value,Delhi,34846.51,09-04-2025,,,
2024-01-27,5523,Campaign_5523,Google Ads,19803,8677,2206.67,93,13845.16,241.0,Store_241,Mumbai,2586.0,687.0,Hyderabad,33.7,4.3,61.0,24-08-2023,High-Value,Chennai,21613.81,24-02-2025,,,
2024-01-27,5523,Campaign_5523,Google Ads,19803,8677,2206.67,93,13845.16,241.0,Store_241,Mumbai,2586.0,687.0,Hyderabad,36.2,2.9,62.0,06-10-2023,Medium-Value,Mumbai,36153.45,12-01-2024,,,
2024-01-27,5523,Campaign_5523,Google Ads,19803,8677,2206.67,93,13845.16,241.0,Store_241,Mumbai,2586.0,687.0,Pune,34.7,0.8,63.0,19-07-2024,Low-Value,Pune,23670.45,21-10-2024,,,
2024-01-27,5523,Campaign_5523,Google Ads,19803,8677,2206.67,93,13845.16,178.0,Store_178,Pune,1362.0,3336.0,Hyderabad,33.7,4.3,64.0,27-11-2024,Medium-Value,Kolkata,36596.32,02-05-2025,,,
2024-01-27,5523,Campaign_5523,Google Ads,19803,8677,2206.67,93,13845.16,178.0,Store_178,Pune,1362.0,3336.0,Hyderabad,36.2,2.9,65.0,05-11-2024,Low-Value,Pune,9308.55,11-01-2026,,,
2024-01-27,5523,Campaign_5523,Google Ads,19803,8677,2206.67,93,13845.16,178.0,Store_178,Pune,1362.0,3336.0,Pune,34.7,0.8,66.0,24-06-2023,Medium-Value,Pune,1842.71,29-03-2024,,,
2024-06-03,7079,Campaign_7079,YouTube,355208,6683,1587.93,146,21735.41,236.0,Store_236,Pune,3218.0,2672.0,Kolkata,20.0,3.2,67.0,04-05-2023,Medium-Value,Bengaluru,9353.46,12-10-2024,5661.0,6807.75,9178.44
2024-06-03,7079,Campaign_7079,YouTube,355208,6683,1587.93,146,21735.41,467.0,Store_467,Bengaluru,4456.0,2955.0,Kolkata,20.0,3.2,68.0,04-07-2024,Medium-Value,Hyderabad,28935.73,30-03-2025,5661.0,6807.75,9178.44
2024-06-03,7079,Campaign_7079,YouTube,355208,6683,1587.93,146,21735.41,619.0,Store_619,Mumbai,2130.0,432.0,Kolkata,20.0,3.2,69.0,14-08-2024,Low-Value,Chennai,39855.24,09-10-2025,5661.0,6807.75,9178.44
2024-06-03,7079,Campaign_7079,YouTube,355208,6683,1587.93,146,21735.41,291.0,Store_291,Bengaluru,2383.0,204.0,Kolkata,20.0,3.2,70.0,01-12-2023,Medium-Value,Chennai,8509.35,08-08-2024,5661.0,6807.75,9178.44
2024-10-07,6796,Campaign_6796,Meta Ads,210408,3407,2410.29,357,53147.53,264.0,Store_264,Bengaluru,4744.0,1314.0,,,,71.0,25-07-2023,Medium-Value,Pune,40315.02,31-10-2023,,,
